context,metric,target,value,Model,Session,fitting_time,parameters,epochs,fold_n
hms,SMAPE,Future Absence,0.9593522795610917,Lag 1,2,0.0,1,1,5
hms,SMAPE,Future Absence,0.6346372346373322,Lag 1,3,0.0,1,1,5
hms,SMAPE,Future Absence,0.625820936059231,Lag 1,4,0.0,1,1,5
hms,SMAPE,Future Absence,0.6191551599613646,Lag 1,5,0.0,1,1,5
hms,SMAPE,Future Absence,0.6107391575101712,Lag 1,6,0.0,1,1,5
hms,SMAPE,Future Absence,0.609457431764602,Lag 1,7,0.0,1,1,5
hms,SMAPE,Future Absence,0.607680836153354,Lag 1,8,0.0,1,1,5
hms,SMAPE,Future Absence,0.6046480767835222,Lag 1,9,0.0,1,1,5
hms,SMAPE,Future Absence,0.6060171741854453,Lag 1,10,0.0,1,1,5
hms,SMAPE,Future Absence,0.6013196502155637,Lag 1,11,0.0,1,1,5
hms,SMAPE,Future Absence,0.600633802934293,Lag 1,12,0.0,1,1,5
hms,SMAPE,Future Absence,0.5989181953015926,Lag 1,13,0.0,1,1,5
hms,SMAPE,Future Absence,0.5989458701754081,Lag 1,14,0.0,1,1,5
hms,SMAPE,Future Absence,0.5963671398204388,Lag 1,15,0.0,1,1,5
hms,SMAPE,Future Absence,0.5943283556273178,Lag 1,16,0.0,1,1,5
hms,SMAPE,Future Absence,0.595083962854106,Lag 1,17,0.0,1,1,5
hms,SMAPE,Future Absence,0.5951944089070016,Lag 1,18,0.0,1,1,5
hms,SMAPE,Future Absence,0.5929769071559233,Lag 1,19,0.0,1,1,5
hms,SMAPE,Future Absence,0.5912296038182292,Lag 1,20,0.0,1,1,5
hms,SMAPE,Future Active Time,0.2720385537591458,Lag 1,2,0.0,1,1,5
hms,SMAPE,Future Active Time,0.317293003503186,Lag 1,3,0.0,1,1,5
hms,SMAPE,Future Active Time,0.32890582056828227,Lag 1,4,0.0,1,1,5
hms,SMAPE,Future Active Time,0.33050485050603057,Lag 1,5,0.0,1,1,5
hms,SMAPE,Future Active Time,0.3275677109038143,Lag 1,6,0.0,1,1,5
hms,SMAPE,Future Active Time,0.32460850033295285,Lag 1,7,0.0,1,1,5
hms,SMAPE,Future Active Time,0.32371275213776995,Lag 1,8,0.0,1,1,5
hms,SMAPE,Future Active Time,0.324580980949808,Lag 1,9,0.0,1,1,5
