context,metric,target,value,Model,Session,fitting_time,parameters,epochs,fold_n
hms,SMAPE,Future Absence,0.9595033953755362,Lag 1,2,0.0,1,1,8
hms,SMAPE,Future Absence,0.6364588692352005,Lag 1,3,0.0,1,1,8
hms,SMAPE,Future Absence,0.6182355919271155,Lag 1,4,0.0,1,1,8
hms,SMAPE,Future Absence,0.6146648928217651,Lag 1,5,0.0,1,1,8
hms,SMAPE,Future Absence,0.6135070613796894,Lag 1,6,0.0,1,1,8
hms,SMAPE,Future Absence,0.6117595295302698,Lag 1,7,0.0,1,1,8
hms,SMAPE,Future Absence,0.6094901050872745,Lag 1,8,0.0,1,1,8
hms,SMAPE,Future Absence,0.6057973637590363,Lag 1,9,0.0,1,1,8
hms,SMAPE,Future Absence,0.6046888456965984,Lag 1,10,0.0,1,1,8
hms,SMAPE,Future Absence,0.6022567073475913,Lag 1,11,0.0,1,1,8
hms,SMAPE,Future Absence,0.5985229639549349,Lag 1,12,0.0,1,1,8
hms,SMAPE,Future Absence,0.5963570293018661,Lag 1,13,0.0,1,1,8
hms,SMAPE,Future Absence,0.5958948366811919,Lag 1,14,0.0,1,1,8
hms,SMAPE,Future Absence,0.5972967655073116,Lag 1,15,0.0,1,1,8
hms,SMAPE,Future Absence,0.5955177519654296,Lag 1,16,0.0,1,1,8
hms,SMAPE,Future Absence,0.5961954548651188,Lag 1,17,0.0,1,1,8
hms,SMAPE,Future Absence,0.5916172733884182,Lag 1,18,0.0,1,1,8
hms,SMAPE,Future Absence,0.5922256480973392,Lag 1,19,0.0,1,1,8
hms,SMAPE,Future Absence,0.5918428191403942,Lag 1,20,0.0,1,1,8
hms,SMAPE,Future Active Time,0.27285257495739823,Lag 1,2,0.0,1,1,8
hms,SMAPE,Future Active Time,0.3152826668666264,Lag 1,3,0.0,1,1,8
hms,SMAPE,Future Active Time,0.3249370776680944,Lag 1,4,0.0,1,1,8
hms,SMAPE,Future Active Time,0.32741559411679316,Lag 1,5,0.0,1,1,8
hms,SMAPE,Future Active Time,0.3311171610587821,Lag 1,6,0.0,1,1,8
hms,SMAPE,Future Active Time,0.32618666163043497,Lag 1,7,0.0,1,1,8
hms,SMAPE,Future Active Time,0.3254809720995125,Lag 1,8,0.0,1,1,8
hms,SMAPE,Future Active Time,0.32701069468614263,Lag 1,9,0.0,1,1,8
hms,SMAPE,Future Active Time,0.3255592553454328,Lag 1,10,0.0,1,1,8
hms,SMAPE,Future Active Time,0.32381388321767574,Lag 1,11,0.0,1,1,8
hms,SMAPE,Future Active Time,0.32207384790799426,Lag 1,12,0.0,1,1,8
hms,SMAPE,Future Active Time,0.32193277620926714,Lag 1,13,0.0,1,1,8
hms,SMAPE,Future Active Time,0.3190379601446726,Lag 1,14,0.0,1,1,8
hms,SMAPE,Future Active Time,0.3225312062233888,Lag 1,15,0.0,1,1,8
hms,SMAPE,Future Active Time,0.3195435571255734,Lag 1,16,0.0,1,1,8
hms,SMAPE,Future Active Time,0.319600237283657,Lag 1,17,0.0,1,1,8
hms,SMAPE,Future Active Time,0.31627232181734677,Lag 1,18,0.0,1,1,8
hms,SMAPE,Future Active Time,0.3157212653907239,Lag 1,19,0.0,1,1,8
hms,SMAPE,Future Active Time,0.31485259699754137,Lag 1,20,0.0,1,1,8
hms,SMAPE,Future Session Time,0.3816582759155986,Lag 1,2,0.0,1,1,8
hms,SMAPE,Future Session Time,0.3413764628426749,Lag 1,3,0.0,1,1,8
hms,SMAPE,Future Session Time,0.3410333185634565,Lag 1,4,0.0,1,1,8
