,context,metric,target,value,Model,Session,fitting_time,parameters,epochs,fold_n,time_epochs
128,jc3,SMAPE,Future Active Time,0.3409615006809363,Lag 1,16,0.0,1,1,0,0.0
129,jc3,SMAPE,Future Active Time,0.3330545958656656,Lag 1,17,0.0,1,1,0,0.0
130,jc3,SMAPE,Future Active Time,0.3334016543506407,Lag 1,18,0.0,1,1,0,0.0
131,jc3,SMAPE,Future Active Time,0.3311519255574806,Lag 1,19,0.0,1,1,0,0.0
132,jc3,SMAPE,Future Active Time,0.331718044792877,Lag 1,20,0.0,1,1,0,0.0
133,jc3,SMAPE,Future Session Time,0.435340343690615,Lag 1,2,0.0,1,1,0,0.0
134,jc3,SMAPE,Future Session Time,0.3697445983509506,Lag 1,3,0.0,1,1,0,0.0
135,jc3,SMAPE,Future Session Time,0.358981330090855,Lag 1,4,0.0,1,1,0,0.0
136,jc3,SMAPE,Future Session Time,0.3577770320266459,Lag 1,5,0.0,1,1,0,0.0
137,jc3,SMAPE,Future Session Time,0.3590633016378097,Lag 1,6,0.0,1,1,0,0.0
138,jc3,SMAPE,Future Session Time,0.3547062087257729,Lag 1,7,0.0,1,1,0,0.0
139,jc3,SMAPE,Future Session Time,0.3570111779178477,Lag 1,8,0.0,1,1,0,0.0
140,jc3,SMAPE,Future Session Time,0.3515541243745715,Lag 1,9,0.0,1,1,0,0.0
141,jc3,SMAPE,Future Session Time,0.3564934161257315,Lag 1,10,0.0,1,1,0,0.0
142,jc3,SMAPE,Future Session Time,0.3547313710685859,Lag 1,11,0.0,1,1,0,0.0
143,jc3,SMAPE,Future Session Time,0.3528841116919955,Lag 1,12,0.0,1,1,0,0.0
144,jc3,SMAPE,Future Session Time,0.3520621339406051,Lag 1,13,0.0,1,1,0,0.0
145,jc3,SMAPE,Future Session Time,0.3555760333373832,Lag 1,14,0.0,1,1,0,0.0
146,jc3,SMAPE,Future Session Time,0.3564388217071905,Lag 1,15,0.0,1,1,0,0.0
147,jc3,SMAPE,Future Session Time,0.3600602137968112,Lag 1,16,0.0,1,1,0,0.0
148,jc3,SMAPE,Future Session Time,0.3534592000342265,Lag 1,17,0.0,1,1,0,0.0
149,jc3,SMAPE,Future Session Time,0.3577570641281752,Lag 1,18,0.0,1,1,0,0.0
150,jc3,SMAPE,Future Session Time,0.3588531790129474,Lag 1,19,0.0,1,1,0,0.0
151,jc3,SMAPE,Future Session Time,0.3606655734252725,Lag 1,20,0.0,1,1,0,0.0
152,jc3,SMAPE,Future Session Activity,0.5021767173737115,Lag 1,2,0.0,1,1,0,0.0
153,jc3,SMAPE,Future Session Activity,0.3954265729859296,Lag 1,3,0.0,1,1,0,0.0
154,jc3,SMAPE,Future Session Activity,0.3733593234514357,Lag 1,4,0.0,1,1,0,0.0
155,jc3,SMAPE,Future Session Activity,0.3685569803837125,Lag 1,5,0.0,1,1,0,0.0
156,jc3,SMAPE,Future Session Activity,0.3680196776646086,Lag 1,6,0.0,1,1,0,0.0
157,jc3,SMAPE,Future Session Activity,0.3679937971802134,Lag 1,7,0.0,1,1,0,0.0
158,jc3,SMAPE,Future Session Activity,0.3671384989861408,Lag 1,8,0.0,1,1,0,0.0
159,jc3,SMAPE,Future Session Activity,0.3663798761013113,Lag 1,9,0.0,1,1,0,0.0
160,jc3,SMAPE,Future Session Activity,0.3667084460045335,Lag 1,10,0.0,1,1,0,0.0
161,jc3,SMAPE,Future Session Activity,0.3656083705864537,Lag 1,11,0.0,1,1,0,0.0
162,jc3,SMAPE,Future Session Activity,0.3626597069879404,Lag 1,12,0.0,1,1,0,0.0
163,jc3,SMAPE,Future Session Activity,0.364923516160055,Lag 1,13,0.0,1,1,0,0.0
164,jc3,SMAPE,Future Session Activity,0.3682846049729311,Lag 1,14,0.0,1,1,0,0.0
165,jc3,SMAPE,Future Session Activity,0.3720891374549082,Lag 1,15,0.0,1,1,0,0.0
166,jc3,SMAPE,Future Session Activity,0.3701780541823129,Lag 1,16,0.0,1,1,0,0.0
167,jc3,SMAPE,Future Session Activity,0.3641914430695343,Lag 1,17,0.0,1,1,0,0.0
168,jc3,SMAPE,Future Session Activity,0.3644372574045426,Lag 1,18,0.0,1,1,0,0.0
169,jc3,SMAPE,Future Session Activity,0.3654499703394592,Lag 1,19,0.0,1,1,0,0.0
170,jc3,SMAPE,Future Session Activity,0.3698178980999199,Lag 1,20,0.0,1,1,0,0.0
171,jc3,SMAPE,Future N° Sessions,0.7428432486037146,Lag 1,2,0.0,1,1,0,0.0
172,jc3,SMAPE,Future N° Sessions,0.7253785954573468,Lag 1,3,0.0,1,1,0,0.0
173,jc3,SMAPE,Future N° Sessions,0.718024403592379,Lag 1,4,0.0,1,1,0,0.0
174,jc3,SMAPE,Future N° Sessions,0.7090315144827584,Lag 1,5,0.0,1,1,0,0.0
175,jc3,SMAPE,Future N° Sessions,0.7017133151792637,Lag 1,6,0.0,1,1,0,0.0
176,jc3,SMAPE,Future N° Sessions,0.6925331537218277,Lag 1,7,0.0,1,1,0,0.0
177,jc3,SMAPE,Future N° Sessions,0.6766453553045356,Lag 1,8,0.0,1,1,0,0.0
178,jc3,SMAPE,Future N° Sessions,0.6570884009467777,Lag 1,9,0.0,1,1,0,0.0
179,jc3,SMAPE,Future N° Sessions,0.6445043558687036,Lag 1,10,0.0,1,1,0,0.0
180,jc3,SMAPE,Future N° Sessions,0.6268940190269761,Lag 1,11,0.0,1,1,0,0.0
181,jc3,SMAPE,Future N° Sessions,0.6007917912325149,Lag 1,12,0.0,1,1,0,0.0
182,jc3,SMAPE,Future N° Sessions,0.5594099072037088,Lag 1,13,0.0,1,1,0,0.0
183,jc3,SMAPE,Future N° Sessions,0.5359717804438658,Lag 1,14,0.0,1,1,0,0.0
184,jc3,SMAPE,Future N° Sessions,0.5088627605036923,Lag 1,15,0.0,1,1,0,0.0
185,jc3,SMAPE,Future N° Sessions,0.4625427272906905,Lag 1,16,0.0,1,1,0,0.0
186,jc3,SMAPE,Future N° Sessions,0.3991054855405531,Lag 1,17,0.0,1,1,0,0.0
187,jc3,SMAPE,Future N° Sessions,0.3573531331290777,Lag 1,18,0.0,1,1,0,0.0
188,jc3,SMAPE,Future N° Sessions,0.2684883750069489,Lag 1,19,0.0,1,1,0,0.0
189,jc3,SMAPE,Future N° Sessions,0.1680016807405815,Lag 1,20,0.0,1,1,0,0.0
190,lisbf,SMAPE,Future Absence,0.841380165289845,Lag 1,2,0.0,1,1,0,0.0
191,lisbf,SMAPE,Future Absence,0.6207940789269604,Lag 1,3,0.0,1,1,0,0.0
192,lisbf,SMAPE,Future Absence,0.6224105711841098,Lag 1,4,0.0,1,1,0,0.0
193,lisbf,SMAPE,Future Absence,0.6262636559095164,Lag 1,5,0.0,1,1,0,0.0
194,lisbf,SMAPE,Future Absence,0.6263944603191217,Lag 1,6,0.0,1,1,0,0.0
195,lisbf,SMAPE,Future Absence,0.6199073691229828,Lag 1,7,0.0,1,1,0,0.0
196,lisbf,SMAPE,Future Absence,0.6198396942239811,Lag 1,8,0.0,1,1,0,0.0
197,lisbf,SMAPE,Future Absence,0.6142660241281683,Lag 1,9,0.0,1,1,0,0.0
198,lisbf,SMAPE,Future Absence,0.6180936048513203,Lag 1,10,0.0,1,1,0,0.0
199,lisbf,SMAPE,Future Absence,0.6205351230649403,Lag 1,11,0.0,1,1,0,0.0
200,lisbf,SMAPE,Future Absence,0.6118581626446011,Lag 1,12,0.0,1,1,0,0.0
201,lisbf,SMAPE,Future Absence,0.6078184724353172,Lag 1,13,0.0,1,1,0,0.0
202,lisbf,SMAPE,Future Absence,0.6065763547110135,Lag 1,14,0.0,1,1,0,0.0
203,lisbf,SMAPE,Future Absence,0.5987847322674105,Lag 1,15,0.0,1,1,0,0.0
204,lisbf,SMAPE,Future Active Time,0.1526340552563684,Lag 1,2,0.0,1,1,0,0.0
205,lisbf,SMAPE,Future Active Time,0.1586426666415195,Lag 1,3,0.0,1,1,0,0.0
206,lisbf,SMAPE,Future Active Time,0.1556762412088051,Lag 1,4,0.0,1,1,0,0.0
207,lisbf,SMAPE,Future Active Time,0.1534266192063831,Lag 1,5,0.0,1,1,0,0.0
208,lisbf,SMAPE,Future Active Time,0.1517205756100745,Lag 1,6,0.0,1,1,0,0.0
209,lisbf,SMAPE,Future Active Time,0.1503284411088211,Lag 1,7,0.0,1,1,0,0.0
210,lisbf,SMAPE,Future Active Time,0.1523086137218331,Lag 1,8,0.0,1,1,0,0.0
211,lisbf,SMAPE,Future Active Time,0.1526390114590121,Lag 1,9,0.0,1,1,0,0.0
212,lisbf,SMAPE,Future Active Time,0.1512229226114158,Lag 1,10,0.0,1,1,0,0.0
213,lisbf,SMAPE,Future Active Time,0.156721852552497,Lag 1,11,0.0,1,1,0,0.0
214,lisbf,SMAPE,Future Active Time,0.1540757520029069,Lag 1,12,0.0,1,1,0,0.0
215,lisbf,SMAPE,Future Active Time,0.152892694455549,Lag 1,13,0.0,1,1,0,0.0
216,lisbf,SMAPE,Future Active Time,0.1592778958880988,Lag 1,14,0.0,1,1,0,0.0
217,lisbf,SMAPE,Future Active Time,0.1605600292604637,Lag 1,15,0.0,1,1,0,0.0
218,lisbf,SMAPE,Future Session Time,0.4501688725032627,Lag 1,2,0.0,1,1,0,0.0
219,lisbf,SMAPE,Future Session Time,0.4375744369410401,Lag 1,3,0.0,1,1,0,0.0
220,lisbf,SMAPE,Future Session Time,0.4421772741627979,Lag 1,4,0.0,1,1,0,0.0
221,lisbf,SMAPE,Future Session Time,0.4429509911833547,Lag 1,5,0.0,1,1,0,0.0
222,lisbf,SMAPE,Future Session Time,0.4414862792257222,Lag 1,6,0.0,1,1,0,0.0
223,lisbf,SMAPE,Future Session Time,0.4414633442301583,Lag 1,7,0.0,1,1,0,0.0
224,lisbf,SMAPE,Future Session Time,0.440010945348712,Lag 1,8,0.0,1,1,0,0.0
225,lisbf,SMAPE,Future Session Time,0.4357517612813817,Lag 1,9,0.0,1,1,0,0.0
226,lisbf,SMAPE,Future Session Time,0.4351367130711559,Lag 1,10,0.0,1,1,0,0.0
227,lisbf,SMAPE,Future Session Time,0.4284467143872771,Lag 1,11,0.0,1,1,0,0.0
228,lisbf,SMAPE,Future Session Time,0.4224796742431388,Lag 1,12,0.0,1,1,0,0.0
229,lisbf,SMAPE,Future Session Time,0.4260707331239289,Lag 1,13,0.0,1,1,0,0.0
230,lisbf,SMAPE,Future Session Time,0.4211165093434864,Lag 1,14,0.0,1,1,0,0.0
231,lisbf,SMAPE,Future Session Time,0.414421508134165,Lag 1,15,0.0,1,1,0,0.0
232,lisbf,SMAPE,Future Session Activity,0.4666050397586525,Lag 1,2,0.0,1,1,0,0.0
233,lisbf,SMAPE,Future Session Activity,0.4461331535629437,Lag 1,3,0.0,1,1,0,0.0
234,lisbf,SMAPE,Future Session Activity,0.451370260696419,Lag 1,4,0.0,1,1,0,0.0
235,lisbf,SMAPE,Future Session Activity,0.4556999533315892,Lag 1,5,0.0,1,1,0,0.0
236,lisbf,SMAPE,Future Session Activity,0.4555204447689848,Lag 1,6,0.0,1,1,0,0.0
237,lisbf,SMAPE,Future Session Activity,0.4554266898361828,Lag 1,7,0.0,1,1,0,0.0
238,lisbf,SMAPE,Future Session Activity,0.45664505778127,Lag 1,8,0.0,1,1,0,0.0
239,lisbf,SMAPE,Future Session Activity,0.4544794264608325,Lag 1,9,0.0,1,1,0,0.0
240,lisbf,SMAPE,Future Session Activity,0.4483343577743841,Lag 1,10,0.0,1,1,0,0.0
241,lisbf,SMAPE,Future Session Activity,0.4465076609889891,Lag 1,11,0.0,1,1,0,0.0
242,lisbf,SMAPE,Future Session Activity,0.4431234864625803,Lag 1,12,0.0,1,1,0,0.0
243,lisbf,SMAPE,Future Session Activity,0.4478321816144071,Lag 1,13,0.0,1,1,0,0.0
244,lisbf,SMAPE,Future Session Activity,0.4483007349924424,Lag 1,14,0.0,1,1,0,0.0
245,lisbf,SMAPE,Future Session Activity,0.4444244500251011,Lag 1,15,0.0,1,1,0,0.0
246,lisbf,SMAPE,Future N° Sessions,0.6278548468190155,Lag 1,2,0.0,1,1,0,0.0
247,lisbf,SMAPE,Future N° Sessions,0.59334208252107,Lag 1,3,0.0,1,1,0,0.0
248,lisbf,SMAPE,Future N° Sessions,0.5739836241562332,Lag 1,4,0.0,1,1,0,0.0
249,lisbf,SMAPE,Future N° Sessions,0.550575084248656,Lag 1,5,0.0,1,1,0,0.0
250,lisbf,SMAPE,Future N° Sessions,0.5243309664326283,Lag 1,6,0.0,1,1,0,0.0
251,lisbf,SMAPE,Future N° Sessions,0.5031652948993685,Lag 1,7,0.0,1,1,0,0.0
252,lisbf,SMAPE,Future N° Sessions,0.4694939781589684,Lag 1,8,0.0,1,1,0,0.0
253,lisbf,SMAPE,Future N° Sessions,0.4302896784342513,Lag 1,9,0.0,1,1,0,0.0
254,lisbf,SMAPE,Future N° Sessions,0.4076871608358209,Lag 1,10,0.0,1,1,0,0.0
255,lisbf,SMAPE,Future N° Sessions,0.398134331012861,Lag 1,11,0.0,1,1,0,0.0
256,lisbf,SMAPE,Future N° Sessions,0.3943709304865287,Lag 1,12,0.0,1,1,0,0.0
257,lisbf,SMAPE,Future N° Sessions,0.3617908605497478,Lag 1,13,0.0,1,1,0,0.0
258,lisbf,SMAPE,Future N° Sessions,0.3694597481169747,Lag 1,14,0.0,1,1,0,0.0
259,lisbf,SMAPE,Future N° Sessions,0.376129443527121,Lag 1,15,0.0,1,1,0,0.0
260,lis,SMAPE,Future Absence,0.8708741789636351,Lag 1,2,0.0,1,1,0,0.0
261,lis,SMAPE,Future Absence,0.6621093263328851,Lag 1,3,0.0,1,1,0,0.0
262,lis,SMAPE,Future Absence,0.6342979610272763,Lag 1,4,0.0,1,1,0,0.0
263,lis,SMAPE,Future Absence,0.6176445774334592,Lag 1,5,0.0,1,1,0,0.0
264,lis,SMAPE,Future Absence,0.6166834682639922,Lag 1,6,0.0,1,1,0,0.0
265,lis,SMAPE,Future Absence,0.618384964423241,Lag 1,7,0.0,1,1,0,0.0
266,lis,SMAPE,Future Absence,0.618551273085242,Lag 1,8,0.0,1,1,0,0.0
267,lis,SMAPE,Future Absence,0.6141079611466439,Lag 1,9,0.0,1,1,0,0.0
268,lis,SMAPE,Future Absence,0.6179505468279898,Lag 1,10,0.0,1,1,0,0.0
269,lis,SMAPE,Future Absence,0.6207940565919879,Lag 1,11,0.0,1,1,0,0.0
270,lis,SMAPE,Future Absence,0.6058201932663937,Lag 1,12,0.0,1,1,0,0.0
271,lis,SMAPE,Future Absence,0.6116375334900629,Lag 1,13,0.0,1,1,0,0.0
272,lis,SMAPE,Future Absence,0.6046736396805809,Lag 1,14,0.0,1,1,0,0.0
273,lis,SMAPE,Future Absence,0.6276413576286025,Lag 1,15,0.0,1,1,0,0.0
274,lis,SMAPE,Future Active Time,0.3269296431946667,Lag 1,2,0.0,1,1,0,0.0
275,lis,SMAPE,Future Active Time,0.3564234490594923,Lag 1,3,0.0,1,1,0,0.0
276,lis,SMAPE,Future Active Time,0.3665432591907517,Lag 1,4,0.0,1,1,0,0.0
